attr	element	anim	link	page	loc	val	lnk	treatValueAs
onactivate	polyline	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	rect	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	svg	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	switch	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	symbol	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	text	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	textPath	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	tref	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	tspan	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	use	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onbegin	animate	FALSE	script.html#OnBeginEventAttribute	script.html	OnBeginEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onbegin	animateColor	FALSE	script.html#OnBeginEventAttribute	script.html	OnBeginEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onbegin	animateMotion	FALSE	script.html#OnBeginEventAttribute	script.html	OnBeginEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onbegin	animateTransform	FALSE	script.html#OnBeginEventAttribute	script.html	OnBeginEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onbegin	set	FALSE	script.html#OnBeginEventAttribute	script.html	OnBeginEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	a	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	altGlyph	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	circle	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	defs	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	ellipse	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	foreignObject	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	g	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	image	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	line	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	path	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	polygon	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	polyline	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	rect	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	svg	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	switch	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	symbol	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	text	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	textPath	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	tref	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	tspan	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onclick	use	FALSE	script.html#OnClickEventAttribute	script.html	OnClickEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onend	animate	FALSE	script.html#OnEndEventAttribute	script.html	OnEndEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onend	animateColor	FALSE	script.html#OnEndEventAttribute	script.html	OnEndEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onend	animateMotion	FALSE	script.html#OnEndEventAttribute	script.html	OnEndEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onend	animateTransform	FALSE	script.html#OnEndEventAttribute	script.html	OnEndEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onend	set	FALSE	script.html#OnEndEventAttribute	script.html	OnEndEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onerror	svg	FALSE	script.html#OnErrorEventAttribute	script.html	OnErrorEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	a	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	altGlyph	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	circle	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	defs	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	ellipse	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	foreignObject	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	g	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	image	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	line	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	path	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	polygon	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	polyline	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	rect	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	svg	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	switch	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	symbol	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	text	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	textPath	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	tref	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	tspan	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusin	use	FALSE	script.html#OnFocusInEventAttribute	script.html	OnFocusInEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	a	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	altGlyph	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	circle	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	defs	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	ellipse	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	foreignObject	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	g	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	image	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	line	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	path	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	polygon	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	polyline	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	rect	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	svg	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	switch	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	symbol	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	text	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	textPath	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	tref	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	tspan	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onfocusout	use	FALSE	script.html#OnFocusOutEventAttribute	script.html	OnFocusOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	a	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	altGlyph	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	circle	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	defs	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	ellipse	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	foreignObject	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	g	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	image	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	line	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	path	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	polygon	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	polyline	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	rect	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	svg	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	switch	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	symbol	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	text	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	textPath	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	tref	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	tspan	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	use	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	animate	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	animateColor	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	animateMotion	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	animateTransform	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onload	set	FALSE	script.html#OnLoadEventAttribute	script.html	OnLoadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	a	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	altGlyph	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	circle	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	defs	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	ellipse	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	foreignObject	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	g	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	image	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	line	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	path	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	polygon	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	polyline	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	rect	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	svg	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	switch	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	symbol	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	text	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	textPath	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	tref	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	tspan	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousedown	use	FALSE	script.html#OnMouseDownEventAttribute	script.html	OnMouseDownEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	a	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	altGlyph	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
