attr	element	anim	link	page	loc	val	lnk	treatValueAs
onmousemove	line	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	path	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	polygon	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	polyline	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	rect	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	svg	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	switch	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	symbol	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	text	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	textPath	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	tref	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	tspan	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmousemove	use	FALSE	script.html#OnMouseMoveEventAttribute	script.html	OnMouseMoveEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	a	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	altGlyph	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	circle	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	defs	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	ellipse	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	foreignObject	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	g	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	image	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	line	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	path	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	polygon	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	polyline	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	rect	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	svg	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	switch	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	symbol	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	text	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	textPath	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	tref	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	tspan	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseout	use	FALSE	script.html#OnMouseOutEventAttribute	script.html	OnMouseOutEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	a	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	altGlyph	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	circle	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	defs	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	ellipse	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	foreignObject	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	g	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	image	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	line	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	path	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	polygon	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	polyline	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	rect	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	svg	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	switch	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	symbol	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	text	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	textPath	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	tref	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	tspan	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseover	use	FALSE	script.html#OnMouseOverEventAttribute	script.html	OnMouseOverEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	a	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	altGlyph	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	circle	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	defs	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	ellipse	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	foreignObject	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	g	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	image	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	line	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	path	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	polygon	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	polyline	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	rect	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	svg	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	switch	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	symbol	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	text	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	textPath	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	tref	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	tspan	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onmouseup	use	FALSE	script.html#OnMouseUpEventAttribute	script.html	OnMouseUpEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onrepeat	animate	FALSE	script.html#OnRepeatEventAttribute	script.html	OnRepeatEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onrepeat	animateColor	FALSE	script.html#OnRepeatEventAttribute	script.html	OnRepeatEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onrepeat	animateMotion	FALSE	script.html#OnRepeatEventAttribute	script.html	OnRepeatEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onrepeat	animateTransform	FALSE	script.html#OnRepeatEventAttribute	script.html	OnRepeatEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onrepeat	set	FALSE	script.html#OnRepeatEventAttribute	script.html	OnRepeatEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onresize	svg	FALSE	script.html#OnResizeEventAttribute	script.html	OnResizeEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onscroll	svg	FALSE	script.html#OnScrollEventAttribute	script.html	OnScrollEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onunload	svg	FALSE	script.html#OnUnloadEventAttribute	script.html	OnUnloadEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onzoom	svg	FALSE	script.html#OnZoomEventAttribute	script.html	OnZoomEventAttribute	<anything>	types.html#DataTypeAnything	ignore
type	script	FALSE	script.html#ScriptElementTypeAttribute	script.html	ScriptElementTypeAttribute	content-type	NA	ignore
xlink:href	script	FALSE	script.html#ScriptElementHrefAttribute	script.html	ScriptElementHrefAttribute	<iri>	types.html#DataTypeIRI	ignore
cx	circle	TRUE	shapes.html#CircleElementCXAttribute	shapes.html	CircleElementCXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
cx	ellipse	TRUE	shapes.html#EllipseElementCXAttribute	shapes.html	EllipseElementCXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
cy	circle	TRUE	shapes.html#CircleElementCYAttribute	shapes.html	CircleElementCYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
cy	ellipse	TRUE	shapes.html#EllipseElementCYAttribute	shapes.html	EllipseElementCYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
height	rect	TRUE	shapes.html#RectElementHeightAttribute	shapes.html	RectElementHeightAttribute	<length>	types.html#DataTypeLength	ignore
points	polygon	TRUE	shapes.html#PolygonElementPointsAttribute	shapes.html	PolygonElementPointsAttribute	<list-of-points>	shapes.html#PointsBNF	pointsbnf
points	polyline	TRUE	shapes.html#PolylineElementPointsAttribute	shapes.html	PolylineElementPointsAttribute	<list-of-points>	shapes.html#PointsBNF	pointsbnf
r	circle	TRUE	shapes.html#CircleElementRAttribute	shapes.html	CircleElementRAttribute	<length>	types.html#DataTypeLength	ignore
rx	ellipse	TRUE	shapes.html#EllipseElementRXAttribute	shapes.html	EllipseElementRXAttribute	<length>	types.html#DataTypeLength	ignore
rx	rect	TRUE	shapes.html#RectElementRXAttribute	shapes.html	RectElementRXAttribute	<length>	types.html#DataTypeLength	ignore
ry	ellipse	TRUE	shapes.html#EllipseElementRYAttribute	shapes.html	EllipseElementRYAttribute	<length>	types.html#DataTypeLength	ignore
ry	rect	TRUE	shapes.html#RectElementRYAttribute	shapes.html	RectElementRYAttribute	<length>	types.html#DataTypeLength	ignore
width	rect	TRUE	shapes.html#RectElementWidthAttribute	shapes.html	RectElementWidthAttribute	<length>	types.html#DataTypeLength	ignore
x	rect	TRUE	shapes.html#RectElementXAttribute	shapes.html	RectElementXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
x1	line	TRUE	shapes.html#LineElementX1Attribute	shapes.html	LineElementX1Attribute	<coordinate>	types.html#DataTypeCoordinate	ignore
x2	line	TRUE	shapes.html#LineElementX2Attribute	shapes.html	LineElementX2Attribute	<coordinate>	types.html#DataTypeCoordinate	ignore
y	rect	TRUE	shapes.html#RectElementYAttribute	shapes.html	RectElementYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
y1	line	TRUE	shapes.html#LineElementY1Attribute	shapes.html	LineElementY1Attribute	<coordinate>	types.html#DataTypeCoordinate	ignore
y2	line	TRUE	shapes.html#LineElementY2Attribute	shapes.html	LineElementY2Attribute	<coordinate>	types.html#DataTypeCoordinate	ignore
cx	radialGradient	TRUE	pservers.html#RadialGradientElementCXAttribute	pservers.html	RadialGradientElementCXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
cy	radialGradient	TRUE	pservers.html#RadialGradientElementCYAttribute	pservers.html	RadialGradientElementCYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
fx	radialGradient	TRUE	pservers.html#RadialGradientElementFXAttribute	pservers.html	RadialGradientElementFXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
fy	radialGradient	TRUE	pservers.html#RadialGradientElementFYAttribute	pservers.html	RadialGradientElementFYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
gradientTransform	linearGradient	TRUE	pservers.html#LinearGradientElementGradientTransformAttribute	pservers.html	LinearGradientElementGradientTransformAttribute	<transform-list>	types.html#DataTypeTransformList	transformlist
gradientTransform	radialGradient	TRUE	pservers.html#RadialGradientElementGradientTransformAttribute	pservers.html	RadialGradientElementGradientTransformAttribute	<transform-list>	types.html#DataTypeTransformList	transformlist
gradientUnits	linearGradient	TRUE	pservers.html#LinearGradientElementGradientUnitsAttribute	pservers.html	LinearGradientElementGradientUnitsAttribute	 "userSpaceOnUse | objectBoundingBox"	NA	ignore
gradientUnits	radialGradient	TRUE	pservers.html#RadialGradientElementGradientUnitsAttribute	pservers.html	RadialGradientElementGradientUnitsAttribute	 "userSpaceOnUse | objectBoundingBox"	NA	ignore
height	pattern	TRUE	pservers.html#PatternElementHeightAttribute	pservers.html	PatternElementHeightAttribute	<length>	types.html#DataTypeLength	ignore
offset	stop	TRUE	pservers.html#StopElementOffsetAttribute	pservers.html	StopElementOffsetAttribute	<number>	types.html#DataTypeNumber	ignore
patternContentUnits	pattern	TRUE	pservers.html#PatternElementPatternContentUnitsAttribute	pservers.html	PatternElementPatternContentUnitsAttribute	 "userSpaceOnUse | objectBoundingBox"	NA	ignore
patternTransform	pattern	TRUE	pservers.html#PatternElementPatternTransformAttribute	pservers.html	PatternElementPatternTransformAttribute	<transform-list>	types.html#DataTypeTransformList	transformlist
patternUnits	pattern	TRUE	pservers.html#PatternElementPatternUnitsAttribute	pservers.html	PatternElementPatternUnitsAttribute	 "userSpaceOnUse | objectBoundingBox"	NA	ignore
r	radialGradient	TRUE	pservers.html#RadialGradientElementRAttribute	pservers.html	RadialGradientElementRAttribute	<length>	types.html#DataTypeLength	ignore
spreadMethod	linearGradient	TRUE	pservers.html#LinearGradientElementSpreadMethodAttribute	pservers.html	LinearGradientElementSpreadMethodAttribute	 "pad | reflect | repeat"	NA	ignore
spreadMethod	radialGradient	TRUE	pservers.html#RadialGradientElementSpreadMethodAttribute	pservers.html	RadialGradientElementSpreadMethodAttribute	 "pad | reflect | repeat"	NA	ignore
width	pattern	TRUE	pservers.html#PatternElementWidthAttribute	pservers.html	PatternElementWidthAttribute	<length>	types.html#DataTypeLength	ignore
x	pattern	TRUE	pservers.html#PatternElementXAttribute	pservers.html	PatternElementXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
x1	linearGradient	TRUE	pservers.html#LinearGradientElementX1Attribute	pservers.html	LinearGradientElementX1Attribute	<coordinate>	types.html#DataTypeCoordinate	ignore
x2	linearGradient	TRUE	pservers.html#LinearGradientElementX2Attribute	pservers.html	LinearGradientElementX2Attribute	<coordinate>	types.html#DataTypeCoordinate	ignore
xlink:href	linearGradient	TRUE	pservers.html#LinearGradientElementHrefAttribute	pservers.html	LinearGradientElementHrefAttribute	<iri>	types.html#DataTypeIRI	ignore
xlink:href	pattern	TRUE	pservers.html#PatternElementHrefAttribute	pservers.html	PatternElementHrefAttribute	<iri>	types.html#DataTypeIRI	ignore
xlink:href	radialGradient	TRUE	pservers.html#RadialGradientElementHrefAttribute	pservers.html	RadialGradientElementHrefAttribute	<iri>	types.html#DataTypeIRI	ignore
y	pattern	TRUE	pservers.html#PatternElementYAttribute	pservers.html	PatternElementYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
y1	linearGradient	TRUE	pservers.html#LinearGradientElementY1Attribute	pservers.html	LinearGradientElementY1Attribute	<coordinate>	types.html#DataTypeCoordinate	ignore
y2	linearGradient	TRUE	pservers.html#LinearGradientElementY2Attribute	pservers.html	LinearGradientElementY2Attribute	<coordinate>	types.html#DataTypeCoordinate	ignore
d	path	TRUE	paths.html#DAttribute	paths.html	DAttribute	 "path data"	NA	path-data-list
pathLength	path	TRUE	paths.html#PathLengthAttribute	paths.html	PathLengthAttribute	<number>	types.html#DataTypeNumber	ignore
dx	altGlyph	TRUE	text.html#AltGlyphElementDXAttribute	text.html	AltGlyphElementDXAttribute	<list-of-lengths>	types.html#DataTypeLengths	lengths
dx	glyphRef	FALSE	text.html#GlyphRefElementDXAttribute	text.html	GlyphRefElementDXAttribute	<number>	types.html#DataTypeNumber	ignore
dx	text	TRUE	text.html#TextElementDXAttribute	text.html	TextElementDXAttribute	<list-of-lengths>	types.html#DataTypeLengths	lengths
dx	tref	TRUE	text.html#TSpanElementDXAttribute	text.html	TSpanElementDXAttribute	<list-of-lengths>	types.html#DataTypeLengths	lengths
dx	tspan	TRUE	text.html#TSpanElementDXAttribute	text.html	TSpanElementDXAttribute	<list-of-lengths>	types.html#DataTypeLengths	lengths
dy	altGlyph	TRUE	text.html#AltGlyphElementDYAttribute	text.html	AltGlyphElementDYAttribute	<list-of-lengths>	types.html#DataTypeLengths	lengths
dy	glyphRef	FALSE	text.html#GlyphRefElementDYAttribute	text.html	GlyphRefElementDYAttribute	<number>	types.html#DataTypeNumber	ignore
dy	text	TRUE	text.html#TextElementDYAttribute	text.html	TextElementDYAttribute	<list-of-lengths>	types.html#DataTypeLengths	lengths
dy	tref	TRUE	text.html#TSpanElementDYAttribute	text.html	TSpanElementDYAttribute	<list-of-lengths>	types.html#DataTypeLengths	lengths
dy	tspan	TRUE	text.html#TSpanElementDYAttribute	text.html	TSpanElementDYAttribute	<list-of-lengths>	types.html#DataTypeLengths	lengths
format	altGlyph	FALSE	text.html#AltGlyphElementFormatAttribute	text.html	AltGlyphElementFormatAttribute	<string>	NA	cmm-list {4}
format	glyphRef	FALSE	text.html#GlyphRefElementFormatAttribute	text.html	GlyphRefElementFormatAttribute	<string>	NA	cmm-list {4}
glyphRef	altGlyph	FALSE	text.html#AltGlyphElementGlyphRefAttribute	text.html	AltGlyphElementGlyphRefAttribute	<string>	NA	cmm-list {4}
glyphRef	glyphRef	FALSE	text.html#GlyphRefElementGlyphRefAttribute	text.html	GlyphRefElementGlyphRefAttribute	<string>	NA	cmm-list {4}
lengthAdjust	text	TRUE	text.html#TextElementLengthAdjustAttribute	text.html	TextElementLengthAdjustAttribute	spacing|spacingAndGlyphs	NA	ignore
lengthAdjust	textPath	TRUE	text.html#TextElementLengthAdjustAttribute	text.html	TextElementLengthAdjustAttribute	spacing|spacingAndGlyphs	NA	ignore
lengthAdjust	tref	TRUE	text.html#TextElementLengthAdjustAttribute	text.html	TextElementLengthAdjustAttribute	spacing|spacingAndGlyphs	NA	ignore
lengthAdjust	tspan	TRUE	text.html#TextElementLengthAdjustAttribute	text.html	TextElementLengthAdjustAttribute	spacing|spacingAndGlyphs	NA	ignore
method	textPath	TRUE	text.html#TextPathElementMethodAttribute	text.html	TextPathElementMethodAttribute	 "align | stretch"	**	ignore
rotate	altGlyph	TRUE	text.html#AltGlyphElementRotateAttribute	text.html	AltGlyphElementRotateAttribute	<list-of-numbers>	types.html#DataTypeNumbers	numbers
rotate	text	TRUE	text.html#TextElementRotateAttribute	text.html	TextElementRotateAttribute	<list-of-numbers>	types.html#DataTypeNumbers	numbers
rotate	tref	TRUE	text.html#TSpanElementRotateAttribute	text.html	TSpanElementRotateAttribute	<list-of-numbers>	types.html#DataTypeNumbers	numbers
rotate	tspan	TRUE	text.html#TSpanElementRotateAttribute	text.html	TSpanElementRotateAttribute	<list-of-numbers>	types.html#DataTypeNumbers	numbers
spacing	textPath	TRUE	text.html#TextPathElementSpacingAttribute	text.html	TextPathElementSpacingAttribute	 "auto | exact"	**	ignore
startOffset	textPath	TRUE	text.html#TextPathElementStartOffsetAttribute	text.html	TextPathElementStartOffsetAttribute	<length>	types.html#DataTypeLength	ignore
textLength	text	TRUE	text.html#TextElementTextLengthAttribute	text.html	TextElementTextLengthAttribute	<length>	types.html#DataTypeLength	ignore
textLength	textPath	TRUE	text.html#TSpanElementTextLengthAttribute	text.html	TSpanElementTextLengthAttribute	<length>	types.html#DataTypeLength	ignore
textLength	tref	TRUE	text.html#TSpanElementTextLengthAttribute	text.html	TSpanElementTextLengthAttribute	<length>	types.html#DataTypeLength	ignore
textLength	tspan	TRUE	text.html#TSpanElementTextLengthAttribute	text.html	TSpanElementTextLengthAttribute	<length>	types.html#DataTypeLength	ignore
x	altGlyph	TRUE	text.html#AltGlyphElementXAttribute	text.html	AltGlyphElementXAttribute	<list-of-coordinates>	types.html#DataTypeCoordinates	coordinates
x	glyphRef	FALSE	text.html#GlyphRefElementXAttribute	text.html	GlyphRefElementXAttribute	<number>	types.html#DataTypeNumber	ignore
x	text	TRUE	text.html#TextElementXAttribute	text.html	TextElementXAttribute	<list-of-coordinates>	types.html#DataTypeCoordinates	coordinates
x	tref	TRUE	text.html#TSpanElementXAttribute	text.html	TSpanElementXAttribute	<list-of-coordinates>	types.html#DataTypeCoordinates	coordinates
x	tspan	TRUE	text.html#TSpanElementXAttribute	text.html	TSpanElementXAttribute	<list-of-coordinates>	types.html#DataTypeCoordinates	coordinates
xlink:href	altGlyph	FALSE	text.html#AltGlyphElementHrefAttribute	text.html	AltGlyphElementHrefAttribute	<iri>	types.html#DataTypeIRI	ignore
xlink:href	glyphRef	FALSE	text.html#GlyphRefElementHrefAttribute	text.html	GlyphRefElementHrefAttribute	<iri>	types.html#DataTypeIRI	ignore
xlink:href	textPath	TRUE	text.html#TextPathElementHrefAttribute	text.html	TextPathElementHrefAttribute	 "<iri>"	**	ignore
xlink:href	tref	TRUE	text.html#TRefElementHrefAttribute	text.html	TRefElementHrefAttribute	<iri>	types.html#DataTypeIRI	ignore
y	altGlyph	TRUE	text.html#AltGlyphElementYAttribute	text.html	AltGlyphElementYAttribute	<list-of-coordinates>	types.html#DataTypeCoordinates	coordinates
y	glyphRef	FALSE	text.html#GlyphRefElementYAttribute	text.html	GlyphRefElementYAttribute	<number>	types.html#DataTypeNumber	ignore
y	text	TRUE	text.html#TextElementYAttribute	text.html	TextElementYAttribute	<list-of-coordinates>	types.html#DataTypeCoordinates	coordinates
y	tref	TRUE	text.html#TSpanElementYAttribute	text.html	TSpanElementYAttribute	<list-of-coordinates>	types.html#DataTypeCoordinates	coordinates
y	tspan	TRUE	text.html#TSpanElementYAttribute	text.html	TSpanElementYAttribute	<list-of-coordinates>	types.html#DataTypeCoordinates	coordinates
height	foreignObject	TRUE	extend.html#ForeignObjectElementHeightAttribute	extend.html	ForeignObjectElementHeightAttribute	<length>	types.html#DataTypeLength	ignore
width	foreignObject	TRUE	extend.html#ForeignObjectElementWidthAttribute	extend.html	ForeignObjectElementWidthAttribute	<length>	types.html#DataTypeLength	ignore
x	foreignObject	TRUE	extend.html#ForeignObjectElementXAttribute	extend.html	ForeignObjectElementXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
y	foreignObject	TRUE	extend.html#ForeignObjectElementYAttribute	extend.html	ForeignObjectElementYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
local	color-profile	FALSE	color.html#ColorProfileElementLocalAttribute	color.html	ColorProfileElementLocalAttribute	<string>	NA	cmm-list {4}
name	color-profile	FALSE	color.html#ColorProfileElementNameAttribute	color.html	ColorProfileElementNameAttribute	<name>	NA	ignore
rendering-intent	color-profile	FALSE	color.html#ColorProfileElementRenderingIntentAttribute	color.html	ColorProfileElementRenderingIntentAttribute	auto | perceptual | relative-colorimetric | saturation | absolute-colorimetric	NA	ignore
xlink:href	color-profile	FALSE	color.html#ColorProfileElementHrefAttribute	color.html	ColorProfileElementHrefAttribute	<iri>	types.html#DataTypeIRI	ignore
markerHeight	marker	TRUE	painting.html#MarkerHeightAttribute	painting.html	MarkerHeightAttribute	<length>	types.html#DataTypeLength	ignore
markerUnits	marker	TRUE	painting.html#MarkerUnitsAttribute	painting.html	MarkerUnitsAttribute	strokeWidth | userSpaceOnUse	NA	ignore
markerWidth	marker	TRUE	painting.html#MarkerWidthAttribute	painting.html	MarkerWidthAttribute	<length>	types.html#DataTypeLength	ignore
orient	marker	TRUE	painting.html#OrientAttribute	painting.html	OrientAttribute	auto | <angle>	types.html#DataTypeAngle	ignore
